"school_id","year","category","cohort","count"
"0116111","201314","English Language Learners ","target.achieved.2012-13",""
"0116111","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13","Yes "
"0116111","201314","Students with Disabilities ","target.achieved.2012-13","Yes "
"0116111","201314","School ","target.achieved.2012-13","Yes "
"0116111","201314","District ","target.achieved.2012-13","Yes "
"0116111","201314","Black or African American ","target.percent.2013-14","80.1"
"0116111","201314","Hispanic or Latino ","target.percent.2013-14","."
"0116111","201314","English Language Learners ","target.percent.2013-14","."
"0116111","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","73.0"
"0116111","201314","Students with Disabilities ","target.percent.2013-14","61.0"
"0116111","201314","School ","target.percent.2013-14","79.2"
"0116111","201314","District ","target.percent.2013-14","79.2"
"0116111","201415","Black or African American ","cohort.count.2013-14","120 "
"0116111","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0116111","201415","English Language Learners ","cohort.count.2013-14","* "
"0116111","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","90 "
"0116111","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0116111","201415","School ","cohort.count.2013-14","133 "
"0116111","201415","District ","cohort.count.2013-14",""
"0116111","201415","Black or African American ","cohort.rate.2013-14","91.7 "
"0116111","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0116111","201415","English Language Learners ","cohort.rate.2013-14","* "
"0116111","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","93.3 "
"0116111","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0116111","201415","School ","cohort.rate.2013-14","90.2 "
"0116111","201415","District ","cohort.rate.2013-14","87.6 "
"0116111","201415","Black or African American ","cohort.target.2013-14","80.1 "
"0116111","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0116111","201415","English Language Learners ","cohort.target.2013-14",". "
"0116111","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14","73.0 "
"0116111","201415","Students with Disabilities ","cohort.target.2013-14","61.0 "
"0116111","201415","School ","cohort.target.2013-14","79.2 "
"0116111","201415","District ","cohort.target.2013-14","79.2 "
"0116111","201415","Black or African American ","target.achieved.2013-14","Yes "
"0116111","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0116111","201415","English Language Learners ","target.achieved.2013-14",""
"0116111","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14","Yes "
"0116111","201415","Students with Disabilities ","target.achieved.2013-14","Yes "
"0116111","201415","School ","target.achieved.2013-14","Yes "
"0116111","201415","District ","target.achieved.2013-14","Yes "
"0116111","201415","Black or African American ","target.percent.2014-15","81.6"
"0116111","201415","Hispanic or Latino ","target.percent.2014-15","."
"0116111","201415","English Language Learners ","target.percent.2014-15","."
"0116111","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","75.4"
"0116111","201415","Students with Disabilities ","target.percent.2014-15","64.6"
"0116111","201415","School ","target.percent.2014-15","80.8"
"0116111","201415","District ","target.percent.2014-15","80.8"
"0116111","201516","Black or African American ","cohort.count.2014-15","118 "
"0116111","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0116111","201516","English Language Learners ","cohort.count.2014-15","* "
"0116111","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","80 "
"0116111","201516","Students with Disabilities ","cohort.count.2014-15","23 "
"0116111","201516","School ","cohort.count.2014-15","132 "
"0116111","201516","District ","cohort.count.2014-15",""
"0116111","201516","Black or African American ","cohort.rate.2014-15","89.0 "
"0116111","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0116111","201516","English Language Learners ","cohort.rate.2014-15","* "
"0116111","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","81.3 "
"0116111","201516","Students with Disabilities ","cohort.rate.2014-15","56.5 "
"0116111","201516","School ","cohort.rate.2014-15","87.1 "
"0116111","201516","District ","cohort.rate.2014-15","87.5 "
"0116111","201516","Black or African American ","cohort.target.2014-15","81.6 "
"0116111","201516","Hispanic or Latino ","cohort.target.2014-15",". "
"0116111","201516","English Language Learners ","cohort.target.2014-15",". "
"0116111","201516","Eligible for Free or Reduced-Price Meals ","cohort.target.2014-15","75.4 "
"0116111","201516","Students with Disabilities ","cohort.target.2014-15","64.6 "
"0116111","201516","School ","cohort.target.2014-15","80.8 "
"0116111","201516","District ","cohort.target.2014-15","80.8 "
"0116111","201516","Black or African American ","target.achieved.2014-15","Yes "
"0116111","201516","Hispanic or Latino ","target.achieved.2014-15",""
"0116111","201516","English Language Learners ","target.achieved.2014-15",""
"0116111","201516","Eligible for Free or Reduced-Price Meals ","target.achieved.2014-15","Yes "
"0116111","201516","Students with Disabilities ","target.achieved.2014-15","No "
"0116111","201516","School ","target.achieved.2014-15","Yes "
"0116111","201516","District ","target.achieved.2014-15","Yes "
"0116111","201516","Black or African American ","target.percent.2015-16","83.1"
"0116111","201516","Hispanic or Latino ","target.percent.2015-16","."
"0116111","201516","English Language Learners ","target.percent.2015-16","."
"0116111","201516","Eligible for Free or Reduced-Price Meals ","target.percent.2015-16","77.7"
"0116111","201516","Students with Disabilities ","target.percent.2015-16","68.3"
"0116111","201516","School ","target.percent.2015-16","82.4"
"0116111","201516","District ","target.percent.2015-16","82.5"
"0116311","201314","Black or African American ","cohort.count.2012-13","22 "
"0116311","201314","Hispanic or Latino ","cohort.count.2012-13","* "
"0116311","201314","English Language Learners ","cohort.count.2012-13","N/A "
"0116311","201314","Eligible for Free or Reduced-Price Meals ","cohort.count.2012-13","* "
"0116311","201314","Students with Disabilities ","cohort.count.2012-13","* "
"0116311","201314","School ","cohort.count.2012-13","30 "
"0116311","201314","District ","cohort.count.2012-13",""
"0116311","201314","Black or African American ","cohort.rate.2012-13","95.5 "
"0116311","201314","Hispanic or Latino ","cohort.rate.2012-13","* "
"0116311","201314","English Language Learners ","cohort.rate.2012-13","N/A "
"0116311","201314","Eligible for Free or Reduced-Price Meals ","cohort.rate.2012-13","* "
"0116311","201314","Students with Disabilities ","cohort.rate.2012-13","* "
"0116311","201314","School ","cohort.rate.2012-13","96.7 "
"0116311","201314","District ","cohort.rate.2012-13","88.5 "
"0116311","201314","Black or African American ","cohort.target.2012-13",". "
"0116311","201314","Hispanic or Latino ","cohort.target.2012-13",". "
"0116311","201314","English Language Learners ","cohort.target.2012-13","N/A "
"0116311","201314","Eligible for Free or Reduced-Price Meals ","cohort.target.2012-13",". "
"0116311","201314","Students with Disabilities ","cohort.target.2012-13",". "
"0116311","201314","School ","cohort.target.2012-13",". "
"0116311","201314","District ","cohort.target.2012-13","77.6 "
"0116311","201314","Black or African American ","target.achieved.2012-13",""
"0116311","201314","Hispanic or Latino ","target.achieved.2012-13",""
"0116311","201314","English Language Learners ","target.achieved.2012-13","N/A "
"0116311","201314","Eligible for Free or Reduced-Price Meals ","target.achieved.2012-13",""
"0116311","201314","Students with Disabilities ","target.achieved.2012-13",""
"0116311","201314","School ","target.achieved.2012-13",""
"0116311","201314","District ","target.achieved.2012-13","Yes "
"0116311","201314","Black or African American ","target.percent.2013-14","."
"0116311","201314","Hispanic or Latino ","target.percent.2013-14","."
"0116311","201314","English Language Learners ","target.percent.2013-14","N/A"
"0116311","201314","Eligible for Free or Reduced-Price Meals ","target.percent.2013-14","."
"0116311","201314","Students with Disabilities ","target.percent.2013-14","."
"0116311","201314","School ","target.percent.2013-14","."
"0116311","201314","District ","target.percent.2013-14","79.2"
"0116311","201415","Black or African American ","cohort.count.2013-14","20 "
"0116311","201415","Hispanic or Latino ","cohort.count.2013-14","* "
"0116311","201415","English Language Learners ","cohort.count.2013-14","N/A "
"0116311","201415","Eligible for Free or Reduced-Price Meals ","cohort.count.2013-14","* "
"0116311","201415","Students with Disabilities ","cohort.count.2013-14","* "
"0116311","201415","School ","cohort.count.2013-14","26 "
"0116311","201415","District ","cohort.count.2013-14",""
"0116311","201415","Black or African American ","cohort.rate.2013-14","100.0 "
"0116311","201415","Hispanic or Latino ","cohort.rate.2013-14","* "
"0116311","201415","English Language Learners ","cohort.rate.2013-14","N/A "
"0116311","201415","Eligible for Free or Reduced-Price Meals ","cohort.rate.2013-14","* "
"0116311","201415","Students with Disabilities ","cohort.rate.2013-14","* "
"0116311","201415","School ","cohort.rate.2013-14","96.2 "
"0116311","201415","District ","cohort.rate.2013-14","87.6 "
"0116311","201415","Black or African American ","cohort.target.2013-14",". "
"0116311","201415","Hispanic or Latino ","cohort.target.2013-14",". "
"0116311","201415","English Language Learners ","cohort.target.2013-14","N/A "
"0116311","201415","Eligible for Free or Reduced-Price Meals ","cohort.target.2013-14",". "
"0116311","201415","Students with Disabilities ","cohort.target.2013-14",". "
"0116311","201415","School ","cohort.target.2013-14",". "
"0116311","201415","District ","cohort.target.2013-14","79.2 "
"0116311","201415","Black or African American ","target.achieved.2013-14",""
"0116311","201415","Hispanic or Latino ","target.achieved.2013-14",""
"0116311","201415","English Language Learners ","target.achieved.2013-14","N/A "
"0116311","201415","Eligible for Free or Reduced-Price Meals ","target.achieved.2013-14",""
"0116311","201415","Students with Disabilities ","target.achieved.2013-14",""
"0116311","201415","School ","target.achieved.2013-14",""
"0116311","201415","District ","target.achieved.2013-14","Yes "
"0116311","201415","Black or African American ","target.percent.2014-15","."
"0116311","201415","Hispanic or Latino ","target.percent.2014-15","."
"0116311","201415","English Language Learners ","target.percent.2014-15","N/A"
"0116311","201415","Eligible for Free or Reduced-Price Meals ","target.percent.2014-15","."
"0116311","201415","Students with Disabilities ","target.percent.2014-15","."
"0116311","201415","School ","target.percent.2014-15","."
"0116311","201415","District ","target.percent.2014-15","80.8"
"0116311","201516","Black or African American ","cohort.count.2014-15","* "
"0116311","201516","Hispanic or Latino ","cohort.count.2014-15","* "
"0116311","201516","English Language Learners ","cohort.count.2014-15","* "
"0116311","201516","Eligible for Free or Reduced-Price Meals ","cohort.count.2014-15","* "
"0116311","201516","Students with Disabilities ","cohort.count.2014-15","* "
"0116311","201516","School ","cohort.count.2014-15","25 "
"0116311","201516","District ","cohort.count.2014-15",""
"0116311","201516","Black or African American ","cohort.rate.2014-15","* "
"0116311","201516","Hispanic or Latino ","cohort.rate.2014-15","* "
"0116311","201516","English Language Learners ","cohort.rate.2014-15","* "
"0116311","201516","Eligible for Free or Reduced-Price Meals ","cohort.rate.2014-15","* "
"0116311","201516","Students with Disabilities ","cohort.rate.2014-15","* "
"0116311","201516","School ","cohort.rate.2014-15","100.0 "
"0116311","201516","District ","cohort.rate.2014-15","87.5 "
"0116311","201516","Black or African American ","cohort.target.2014-15",". "
"0116311","201516","Hispanic or Latino ","cohort.target.2014-15",". "
