"gap.indicators","non.high.needs.rate","high.needs.rate","size.of.gap","state.gap.mean.sd","is.gap.outlier","school_id","year"
"Achievement Gap Size Outlier? ","",NA,"","","N","0152111","201516"
"ELA Performance Index Gap ",". ","63.2",". ","16.6","","0152111","201516"
NA,NA,NA,NA,NA,NA,"0152111","201516"
"ELA Performance Index Gap ",". ","49.3",". ","16.8","","0152211","201415"
"Math Performance Index Gap ",". ","42.1",". ","19.5","","0152211","201415"
"Science Performance Index Gap ",". ","37.2",". ","17.3","","0152211","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0152211","201516"
"ELA Performance Index Gap ",". ","48.7",". ","16.6","","0152211","201516"
NA,NA,NA,NA,NA,NA,"0152211","201516"
"ELA Performance Index Gap ",". ","52.1",". ","16.8","","0152511","201415"
"Math Performance Index Gap ",". ","43.6",". ","19.5","","0152511","201415"
"Science Performance Index Gap ",". ","41.6",". ","17.3","","0152511","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0152511","201516"
"ELA Performance Index Gap ",". ","50",". ","16.6","","0152511","201516"
NA,NA,NA,NA,NA,NA,"0152511","201516"
"ELA Performance Index Gap ",". ","44.9",". ","16.8","","0152611","201415"
"Math Performance Index Gap ",". ","33.3",". ","19.5","","0152611","201415"
"Science Performance Index Gap ",". ","34.8",". ","17.3","","0152611","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0152611","201516"
"ELA Performance Index Gap ",". ","44",". ","16.6","","0152611","201516"
NA,NA,NA,NA,NA,NA,"0152611","201516"
"ELA Performance Index Gap ",". ","53",". ","16.8","","0153011","201415"
"Math Performance Index Gap ",". ","42.4",". ","19.5","","0153011","201415"
"Science Performance Index Gap ",". ","40.5",". ","17.3","","0153011","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0153011","201516"
"ELA Performance Index Gap ",". ","50.6",". ","16.6","","0153011","201516"
NA,NA,NA,NA,NA,NA,"0153011","201516"
"ELA Performance Index Gap ",". ","53.6",". ","16.8","","0153211","201415"
"Math Performance Index Gap ",". ","42.6",". ","19.5","","0153211","201415"
"Science Performance Index Gap ",". ","35.7",". ","17.3","","0153211","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0153211","201516"
"ELA Performance Index Gap ",". ","53.8",". ","16.6","","0153211","201516"
NA,NA,NA,NA,NA,NA,"0153211","201516"
"ELA Performance Index Gap ",". ","65",". ","16.8","","0153611","201415"
"Math Performance Index Gap ",". ","53.8",". ","19.5","","0153611","201415"
"Science Performance Index Gap ",". ","49.4",". ","17.3","","0153611","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0153611","201516"
"ELA Performance Index Gap ",". ","63.7",". ","16.6","","0153611","201516"
NA,NA,NA,NA,NA,NA,"0153611","201516"
"ELA Performance Index Gap ",". ","66.5",". ","16.8","","0153711","201415"
"Math Performance Index Gap ",". ","54.6",". ","19.5","","0153711","201415"
"Science Performance Index Gap ",". ","53.4",". ","17.3","","0153711","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0153711","201516"
"ELA Performance Index Gap ",". ","62.7",". ","16.6","","0153711","201516"
NA,NA,NA,NA,NA,NA,"0153711","201516"
"ELA Performance Index Gap ",". ","49.3",". ","16.8","","0153911","201415"
"Math Performance Index Gap ",". ","38.2",". ","19.5","","0153911","201415"
"Science Performance Index Gap ",". ","33.7",". ","17.3","","0153911","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0153911","201516"
"ELA Performance Index Gap ",". ","45.2",". ","16.6","","0153911","201516"
NA,NA,NA,NA,NA,NA,"0153911","201516"
"ELA Performance Index Gap ",". ","51.9",". ","16.8","","0154011","201415"
"Math Performance Index Gap ",". ","40",". ","19.5","","0154011","201415"
"Science Performance Index Gap ",". ","41.3",". ","17.3","","0154011","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0154011","201516"
"ELA Performance Index Gap ",". ","51.5",". ","16.6","","0154011","201516"
NA,NA,NA,NA,NA,NA,"0154011","201516"
"ELA Performance Index Gap ",". ","51.1",". ","16.8","","0154111","201415"
"Math Performance Index Gap ",". ","40.2",". ","19.5","","0154111","201415"
"Science Performance Index Gap ",". ","36.3",". ","17.3","","0154111","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0154111","201516"
"ELA Performance Index Gap ",". ","46.1",". ","16.6","","0154111","201516"
NA,NA,NA,NA,NA,NA,"0154111","201516"
"ELA Performance Index Gap ",". ","48.9",". ","16.8","","0154211","201415"
"Math Performance Index Gap ",". ","39.4",". ","19.5","","0154211","201415"
"Science Performance Index Gap ",". ","37.5",". ","17.3","","0154211","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0154211","201516"
"ELA Performance Index Gap ",". ","47",". ","16.6","","0154211","201516"
NA,NA,NA,NA,NA,NA,"0154211","201516"
"ELA Performance Index Gap ",". ","68.7",". ","16.8","","0154511","201415"
"Math Performance Index Gap ",". ","54.9",". ","19.5","","0154511","201415"
"Science Performance Index Gap ",". ","53.1",". ","17.3","","0154511","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0154511","201516"
"ELA Performance Index Gap ",". ","68",". ","16.6","","0154511","201516"
NA,NA,NA,NA,NA,NA,"0154511","201516"
"ELA Performance Index Gap ",". ","74.3",". ","16.8","","0154611","201415"
"Math Performance Index Gap ",". ","62.3",". ","19.5","","0154611","201415"
"Science Performance Index Gap ",". ","56.5",". ","17.3","","0154611","201415"
"Achievement Gap Size Outlier? ","",NA,"","","N","0154611","201516"
"ELA Performance Index Gap ",". ","72.5",". ","16.6","","0154611","201516"
NA,NA,NA,NA,NA,NA,"0154611","201516"
"ELA Performance Index Gap ",".","39.7",". ","16.8","","0156111","201415"
"Math Performance Index Gap ",".","27.8",". ","19.5","","0156111","201415"
"Science Performance Index Gap ",".","31.9",". ","17.3","","0156111","201415"
"Graduation Rate Gap ",".","55.2%",". ","12.6% ","N","0156111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0156111","201516"
"ELA Performance Index Gap ",". ","37.0 ",". ","16.6","","0156111","201516"
"Math Performance Index Gap ",". ","34.5 ",". ","19.1","","0156111","201516"
"Science Performance Index Gap ",". ","29.9 ",". ","17.3","","0156111","201516"
"ELA Performance Index Gap ",".","53.3",". ","16.8","","0156211","201415"
"Math Performance Index Gap ",".","38.3",". ","19.5","","0156211","201415"
"Science Performance Index Gap ",".","37.8",". ","17.3","","0156211","201415"
"Graduation Rate Gap ",".","84.1%",". ","12.6% ","N","0156211","201415"
"Achievement Gap Size Outlier? ","","","","","N","0156211","201516"
"ELA Performance Index Gap ",". ","43.9 ",". ","16.6","","0156211","201516"
"Math Performance Index Gap ",". ","41.2 ",". ","19.1","","0156211","201516"
"Science Performance Index Gap ",". ","43.9 ",". ","17.3","","0156211","201516"
"ELA Performance Index Gap ",".","40.9",". ","16.8","","0156311","201415"
"Math Performance Index Gap ",".","30.1",". ","19.5","","0156311","201415"
"Science Performance Index Gap ",".","31.8",". ","17.3","","0156311","201415"
"Graduation Rate Gap ",".","67.7%",". ","12.6% ","N","0156311","201415"
"Achievement Gap Size Outlier? ","","","","","N","0156311","201516"
"ELA Performance Index Gap ",". ","36.1 ",". ","16.6","","0156311","201516"
"Math Performance Index Gap ",". ","32.3 ",". ","19.1","","0156311","201516"
"Science Performance Index Gap ",". ","33.4 ",". ","17.3","","0156311","201516"
"ELA Performance Index Gap ","75","59","16","16.8","","0170311","201415"
"Math Performance Index Gap ","69.7","52.1","17.6","19.5","","0170311","201415"
"Science Performance Index Gap ","61.2","41.3","19.9","17.3","","0170311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0170311","201516"
"ELA Performance Index Gap ","75.0 ","60.2","14.8","16.6","","0170311","201516"
NA,NA,NA,NA,NA,NA,"0170311","201516"
"ELA Performance Index Gap ","74.9","61.8","13.2","16.8","","0170511","201415"
"Math Performance Index Gap ","65","52.6","12.4","19.5","","0170511","201415"
"Science Performance Index Gap ","59.9","51.7","8.3","17.3","","0170511","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0170511","201516"
"ELA Performance Index Gap ","73.1 ","61.5","11.6","16.6","","0170511","201516"
NA,NA,NA,NA,NA,NA,"0170511","201516"
"ELA Performance Index Gap ","75","62.8","12.2","16.8","","0171111","201415"
"Math Performance Index Gap ","71.1","53.3","17.8","19.5","","0171111","201415"
"Science Performance Index Gap ","60.2","50.3","9.9","17.3","","0171111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0171111","201516"
"ELA Performance Index Gap ","75.0 ","65.9","9.1","16.6","","0171111","201516"
NA,NA,NA,NA,NA,NA,"0171111","201516"
"ELA Performance Index Gap ","75","63.7","11.3","16.8","","0171211","201415"
"Math Performance Index Gap ","71.1","55.4","15.7","19.5","","0171211","201415"
"Science Performance Index Gap ","72.6","48.7","23.9","17.3","","0171211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0171211","201516"
"ELA Performance Index Gap ","75.0 ","65","10","16.6","","0171211","201516"
NA,NA,NA,NA,NA,NA,"0171211","201516"
"ELA Performance Index Gap ","75","65.9","9.1","16.8","","0171411","201415"
"Math Performance Index Gap ","65.4","58.3","7.1","19.5","","0171411","201415"
"Science Performance Index Gap ","59.8","50.1","9.6","17.3","","0171411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0171411","201516"
"ELA Performance Index Gap ","75.0 ","65.7","9.3","16.6","","0171411","201516"
NA,NA,NA,NA,NA,NA,"0171411","201516"
"ELA Performance Index Gap ","75","61.0 ","14.0 ","16.8","","0171711","201415"
"Math Performance Index Gap ","68.5","53.7 ","14.8 ","19.5","","0171711","201415"
"Science Performance Index Gap ","54.2","N/A ",". ","17.3","","0171711","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0171711","201516"
"ELA Performance Index Gap ","75.0 ","65.7","9.3","16.6","","0171711","201516"
NA,NA,NA,NA,NA,NA,"0171711","201516"
"ELA Performance Index Gap ","75","64.6","10.4","16.8","","0171911","201415"
"Math Performance Index Gap ","75","58.4","16.6","19.5","","0171911","201415"
"Science Performance Index Gap ","61.3","48.6","12.7","17.3","","0171911","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0171911","201516"
"ELA Performance Index Gap ","75.0 ","62.4","12.6","16.6","","0171911","201516"
NA,NA,NA,NA,NA,NA,"0171911","201516"
"ELA Performance Index Gap ","75","60.5","14.5","16.8","","0172011","201415"
"Math Performance Index Gap ","67.1","52.2","14.9","19.5","","0172011","201415"
"Science Performance Index Gap ","60.5","48.2","12.3","17.3","","0172011","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0172011","201516"
"ELA Performance Index Gap ","75.0 ","61.5","13.5","16.6","","0172011","201516"
NA,NA,NA,NA,NA,NA,"0172011","201516"
"ELA Performance Index Gap ","75","57.6","17.4","16.8","","0175111","201415"
"Math Performance Index Gap ","65.8","48.3","17.5","19.5","","0175111","201415"
"Science Performance Index Gap ","63.1","50.1","13","17.3","","0175111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0175111","201516"
"ELA Performance Index Gap ","75.0 ","55.8","19.2","16.6","","0175111","201516"
NA,NA,NA,NA,NA,NA,"0175111","201516"
"ELA Performance Index Gap ","74.1","61.3","12.8","16.8","","0175211","201415"
"Math Performance Index Gap ","65.2","52.9","12.3","19.5","","0175211","201415"
"Science Performance Index Gap ","60.9","51.3","9.7","17.3","","0175211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0175211","201516"
"ELA Performance Index Gap ","75.0 ","64.7","10.3","16.6","","0175211","201516"
NA,NA,NA,NA,NA,NA,"0175211","201516"
"ELA Performance Index Gap ","67.8","50.0","17.8 ","16.8","","0176111","201415"
"Math Performance Index Gap ","54.0","40.6","13.4 ","19.5","","0176111","201415"
"Science Performance Index Gap ","62.7","45.9","16.7 ","17.3","","0176111","201415"
"Graduation Rate Gap ","94.0%","83.6%","10.4% ","12.6% ","N","0176111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0176111","201516"
"ELA Performance Index Gap ","63.5 ","51.3 ","12.2 ","16.6","","0176111","201516"
"Math Performance Index Gap ","60.3 ","49.2 ","11.1 ","19.1","","0176111","201516"
"Science Performance Index Gap ","61.0 ","44.6 ","16.4 ","17.3","","0176111","201516"
"ELA Performance Index Gap ","68.5","53.0","15.5 ","16.8","","0176211","201415"
"Math Performance Index Gap ","52.3","38.3","13.9 ","19.5","","0176211","201415"
"Science Performance Index Gap ","62.9","49.5","13.3 ","17.3","","0176211","201415"
"Graduation Rate Gap ","94.0%","83.6%","10.4% ","12.6% ","N","0176211","201415"
"Achievement Gap Size Outlier? ","","","","","N","0176211","201516"
"ELA Performance Index Gap ","61.2 ","50.8 ","10.4 ","16.6","","0176211","201516"
"Math Performance Index Gap ","55.2 ","46.6 ","8.6 ","19.1","","0176211","201516"
"Science Performance Index Gap ","66.4 ","50.9 ","15.5 ","17.3","","0176211","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".",NA,"0180311","201415"
"Math Performance Index Gap ",". ","N/A ",". ",".",NA,"0180311","201415"
"Science Performance Index Gap ",". ","N/A ",". ",".",NA,"0180311","201415"
"Achievement Gap Size Outlier?","","","","","","0180311","201516"
"ELA Performance Index Gap ",". ","N/A ",". ",".","","0180311","201516"
NA,NA,NA,NA,NA,NA,"0180311","201516"
"ELA Performance Index Gap ","75.0 ","66.8 ","8.2 ","16.8","","0180411","201415"
"Math Performance Index Gap ","75.0 ","59.9 ","15.1 ","19.5","","0180411","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0180411","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0180411","201516"
"ELA Performance Index Gap ","75.0 ","62.7","12.3","16.6","","0180411","201516"
NA,NA,NA,NA,NA,NA,"0180411","201516"
"ELA Performance Index Gap ","75","62.2","12.8","16.8","","0185311","201415"
"Math Performance Index Gap ","72.6","54.1","18.5","19.5","","0185311","201415"
"Science Performance Index Gap ","68.6","53.9","14.8","17.3","","0185311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0185311","201516"
"ELA Performance Index Gap ","75.0 ","60.2","14.8","16.6","","0185311","201516"
NA,NA,NA,NA,NA,NA,"0185311","201516"
"ELA Performance Index Gap ","58.2","35.2","23.0 ","16.8","","0186111","201415"
"Math Performance Index Gap ","62.7","38.6","24.2 ","19.5","","0186111","201415"
"Science Performance Index Gap ","74.6","55.3","19.3 ","17.3","","0186111","201415"
"Graduation Rate Gap ","94.0%","93.3%","0.7% ","12.6% ","N","0186111","201415"
"Achievement Gap Size Outlier? ","","","","","Y","0186111","201516"
"ELA Performance Index Gap ","70.6 ","53.2 ","17.4 ","16.6","","0186111","201516"
"Math Performance Index Gap ","66.4 ","48.2 ","18.2 ","19.1","","0186111","201516"
"Science Performance Index Gap ","69.9 ","58.6 ","11.3 ","17.3","","0186111","201516"
"ELA Performance Index Gap ","75.0 ","68.2 ","6.8 ","16.8","","0190111","201415"
"Math Performance Index Gap ","71.0 ","55.3 ","15.7 ","19.5","","0190111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0190111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0190111","201516"
"ELA Performance Index Gap ","75.0 ","65.3","9.7","16.6","","0190111","201516"
NA,NA,NA,NA,NA,NA,"0190111","201516"
"ELA Performance Index Gap ","75","62.8","12.2","16.8","","0195111","201415"
"Math Performance Index Gap ","62.9","48","14.9","19.5","","0195111","201415"
"Science Performance Index Gap ","65.2","53.6","11.6","17.3","","0195111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0195111","201516"
"ELA Performance Index Gap ","75.0 ","66.1","8.9","16.6","","0195111","201516"
NA,NA,NA,NA,NA,NA,"0195111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.8","","0210111","201415"
"Math Performance Index Gap ","71.4 ","N/A ",". ","19.5","","0210111","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0210111","201415"
"Achievement Gap Size Outlier? ","","","","","N","0210111","201516"
"ELA Performance Index Gap ","75.0 ","N/A ",". ","16.6","","0210111","201516"
NA,NA,NA,NA,NA,NA,"0210111","201516"
"ELA Performance Index Gap ","74.8 ","66.4 ","8.3 ","16.8","","0220211","201415"
"Math Performance Index Gap ","64.2 ","60.4 ","3.8 ","19.5","","0220211","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0220211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0220211","201516"
"ELA Performance Index Gap ","73.7 ","65.1","8.6","16.6","","0220211","201516"
NA,NA,NA,NA,NA,NA,"0220211","201516"
"ELA Performance Index Gap ","71.3","61.9","9.4","16.8","","0225111","201415"
"Math Performance Index Gap ","62.7","53.9","8.8","19.5","","0225111","201415"
"Science Performance Index Gap ","62.9","56.2","6.8","17.3","","0225111","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","N","0225111","201516"
"ELA Performance Index Gap ","71.2 ","63.6","7.7","16.6","","0225111","201516"
NA,NA,NA,NA,NA,NA,"0225111","201516"
"ELA Performance Index Gap ","75.0 ","72.3 ","2.7 ","16.8","","0230211","201415"
"Math Performance Index Gap ","75.0 ","63.6 ","11.4 ","19.5","","0230211","201415"
"Science Performance Index Gap ",". ","N/A ",". ","17.3","","0230211","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0230211","201516"
"ELA Performance Index Gap ","75.0 ","58.7","16.3","16.6","","0230211","201516"
NA,NA,NA,NA,NA,NA,"0230211","201516"
"ELA Performance Index Gap ","75","60.7","14.3","16.8","","0230311","201415"
"Math Performance Index Gap ","73","51.2","21.8","19.5","","0230311","201415"
"Science Performance Index Gap ","63.3","49.5","13.8","17.3","","0230311","201415"
"Achievement Gap Size Outlier? ","",NA,NA,"","Y","0230311","201516"
"ELA Performance Index Gap ","75.0 ","63.2","11.8","16.6","","0230311","201516"
NA,NA,NA,NA,NA,NA,"0230311","201516"
"ELA Performance Index Gap ","75","58.4","16.6","16.8","","0235111","201415"
"Math Performance Index Gap ","72.4","50.4","22","19.5","","0235111","201415"
"Science Performance Index Gap ","69.4","54.3","15.1","17.3","","0235111","201415"
