"subject","participation.rate","school_id","year"
"Math Performance index: High Needs Students ","98.7","0151211","201415"
"Science Performance index: All Students ","100","0151211","201415"
"Science Performance index: High Needs Students ","100","0151211","201415"
"ELA: All Students ","99.3","0151211","201516"
"ELA: High Needs Students ","99.3","0151211","201516"
"Math: All Students ","99.3","0151211","201516"
"Math: High Needs Students ","99.3","0151211","201516"
"Science: All Students ","100","0151211","201516"
"Science: High Needs Students ","100","0151211","201516"
"ELA Performance index: All Students ","95.4","0151311","201415"
"EL Performance indexA: High Needs Students ","95.4","0151311","201415"
"Math Performance index: All Students ","96.2","0151311","201415"
"Math Performance index: High Needs Students ","96.2","0151311","201415"
"Science Performance index: All Students ","98.7","0151311","201415"
"Science Performance index: High Needs Students ","98.7","0151311","201415"
"ELA: All Students ","96.7","0151311","201516"
"ELA: High Needs Students ","96.7","0151311","201516"
"Math: All Students ","93.8","0151311","201516"
"Math: High Needs Students ","93.8","0151311","201516"
"Science: All Students ","95.1","0151311","201516"
"Science: High Needs Students ","95.1","0151311","201516"
"ELA Performance index: All Students ","99.6","0151411","201415"
"EL Performance indexA: High Needs Students ","99.6","0151411","201415"
"Math Performance index: All Students ","99.4","0151411","201415"
"Math Performance index: High Needs Students ","99.4","0151411","201415"
"Science Performance index: All Students ","99.6","0151411","201415"
"Science Performance index: High Needs Students ","99.6","0151411","201415"
"ELA: All Students ","99.9","0151411","201516"
"ELA: High Needs Students ","99.9","0151411","201516"
"Math: All Students ","99.9","0151411","201516"
"Math: High Needs Students ","99.9","0151411","201516"
"Science: All Students ","100","0151411","201516"
"Science: High Needs Students ","100","0151411","201516"
"ELA: All Students ","67.6","0151511","201415"
"ELA: High Needs Students ","67.6","0151511","201415"
"Math: All Students ","64.8","0151511","201415"
"Math: High Needs Students ","64.8","0151511","201415"
"Science: All Students ","98.7","0151511","201415"
"Science: High Needs Students ","98.7","0151511","201415"
"ELA: All Students ","96.4","0151511","201516"
"ELA: High Needs Students ","96.4","0151511","201516"
"Math: All Students ","96.4","0151511","201516"
"Math: High Needs Students ","96.4","0151511","201516"
"Science: All Students ","100","0151511","201516"
"Science: High Needs Students ","100","0151511","201516"
"ELA: All Students ",".","0151611","201415"
"ELA: High Needs Students ",".","0151611","201415"
"Math: All Students ",".","0151611","201415"
"Math: High Needs Students ",".","0151611","201415"
"Science: All Students ","97.0","0151611","201415"
"Science: High Needs Students ","97.0","0151611","201415"
"ELA: All Students ","100","0151611","201516"
"ELA: High Needs Students ","100","0151611","201516"
"Math: All Students ","100","0151611","201516"
"Math: High Needs Students ","100","0151611","201516"
"Science: All Students ","97.9","0151611","201516"
"Science: High Needs Students ","97.9","0151611","201516"
"ELA Performance index: All Students ","100","0151711","201415"
"EL Performance indexA: High Needs Students ","100","0151711","201415"
"Math Performance index: All Students ","100","0151711","201415"
"Math Performance index: High Needs Students ","100","0151711","201415"
"Science Performance index: All Students ","100","0151711","201415"
"Science Performance index: High Needs Students ","100","0151711","201415"
"ELA: All Students ","100","0151711","201516"
"ELA: High Needs Students ","100","0151711","201516"
"Math: All Students ","100","0151711","201516"
"Math: High Needs Students ","100","0151711","201516"
"Science: All Students ","100","0151711","201516"
"Science: High Needs Students ","100","0151711","201516"
"ELA Performance index: All Students ","99.3","0152011","201415"
"EL Performance indexA: High Needs Students ","99.3","0152011","201415"
"Math Performance index: All Students ","99.3","0152011","201415"
"Math Performance index: High Needs Students ","99.3","0152011","201415"
"Science Performance index: All Students ","100","0152011","201415"
"Science Performance index: High Needs Students ","100","0152011","201415"
"ELA: All Students ","99.7","0152011","201516"
"ELA: High Needs Students ","99.7","0152011","201516"
"Math: All Students ","99.7","0152011","201516"
"Math: High Needs Students ","99.7","0152011","201516"
"Science: All Students ","98.6","0152011","201516"
"Science: High Needs Students ","98.6","0152011","201516"
"ELA Performance index: All Students ","99.6","0152111","201415"
"EL Performance indexA: High Needs Students ","99.6","0152111","201415"
"Math Performance index: All Students ","99.6","0152111","201415"
"Math Performance index: High Needs Students ","99.6","0152111","201415"
"Science Performance index: All Students ","100","0152111","201415"
"Science Performance index: High Needs Students ","100","0152111","201415"
"ELA: All Students ","98.8","0152111","201516"
"ELA: High Needs Students ","98.8","0152111","201516"
"Math: All Students ","98.7","0152111","201516"
"Math: High Needs Students ","98.7","0152111","201516"
"Science: All Students ","100","0152111","201516"
"Science: High Needs Students ","100","0152111","201516"
"ELA Performance index: All Students ","99.8","0152211","201415"
"EL Performance indexA: High Needs Students ","99.8","0152211","201415"
"Math Performance index: All Students ","99.8","0152211","201415"
"Math Performance index: High Needs Students ","99.8","0152211","201415"
"Science Performance index: All Students ","100","0152211","201415"
"Science Performance index: High Needs Students ","100","0152211","201415"
"ELA: All Students ","99.7","0152211","201516"
"ELA: High Needs Students ","99.7","0152211","201516"
"Math: All Students ","99.7","0152211","201516"
"Math: High Needs Students ","99.7","0152211","201516"
"Science: All Students ","98.6","0152211","201516"
"Science: High Needs Students ","98.6","0152211","201516"
"ELA Performance index: All Students ","99","0152511","201415"
"EL Performance indexA: High Needs Students ","99","0152511","201415"
"Math Performance index: All Students ","99.2","0152511","201415"
"Math Performance index: High Needs Students ","99.2","0152511","201415"
"Science Performance index: All Students ","98.9","0152511","201415"
"Science Performance index: High Needs Students ","98.9","0152511","201415"
"ELA: All Students ","99.8","0152511","201516"
"ELA: High Needs Students ","99.8","0152511","201516"
"Math: All Students ","99.8","0152511","201516"
"Math: High Needs Students ","99.8","0152511","201516"
"Science: All Students ","97.7","0152511","201516"
"Science: High Needs Students ","97.7","0152511","201516"
"ELA Performance index: All Students ","100","0152611","201415"
"EL Performance indexA: High Needs Students ","100","0152611","201415"
"Math Performance index: All Students ","100","0152611","201415"
"Math Performance index: High Needs Students ","100","0152611","201415"
"Science Performance index: All Students ","98.9","0152611","201415"
"Science Performance index: High Needs Students ","98.9","0152611","201415"
"ELA: All Students ","99.4","0152611","201516"
"ELA: High Needs Students ","99.4","0152611","201516"
"Math: All Students ","99.4","0152611","201516"
"Math: High Needs Students ","99.4","0152611","201516"
"Science: All Students ","100","0152611","201516"
"Science: High Needs Students ","100","0152611","201516"
"ELA Performance index: All Students ","99.6","0153011","201415"
"EL Performance indexA: High Needs Students ","99.6","0153011","201415"
"Math Performance index: All Students ","100","0153011","201415"
"Math Performance index: High Needs Students ","100","0153011","201415"
"Science Performance index: All Students ","100","0153011","201415"
"Science Performance index: High Needs Students ","100","0153011","201415"
"ELA: All Students ","99.7","0153011","201516"
"ELA: High Needs Students ","99.7","0153011","201516"
"Math: All Students ","99","0153011","201516"
"Math: High Needs Students ","99","0153011","201516"
"Science: All Students ","100","0153011","201516"
"Science: High Needs Students ","100","0153011","201516"
"ELA Performance index: All Students ","99.4","0153211","201415"
"EL Performance indexA: High Needs Students ","99.4","0153211","201415"
"Math Performance index: All Students ","99.4","0153211","201415"
"Math Performance index: High Needs Students ","99.4","0153211","201415"
"Science Performance index: All Students ","100","0153211","201415"
"Science Performance index: High Needs Students ","100","0153211","201415"
"ELA: All Students ","99.8","0153211","201516"
"ELA: High Needs Students ","99.8","0153211","201516"
"Math: All Students ","99.8","0153211","201516"
"Math: High Needs Students ","99.8","0153211","201516"
"Science: All Students ","100","0153211","201516"
"Science: High Needs Students ","100","0153211","201516"
"ELA Performance index: All Students ","100","0153611","201415"
"EL Performance indexA: High Needs Students ","100","0153611","201415"
"Math Performance index: All Students ","100","0153611","201415"
"Math Performance index: High Needs Students ","100","0153611","201415"
"Science Performance index: All Students ","100","0153611","201415"
"Science Performance index: High Needs Students ","100","0153611","201415"
"ELA: All Students ","100","0153611","201516"
"ELA: High Needs Students ","100","0153611","201516"
"Math: All Students ","100","0153611","201516"
"Math: High Needs Students ","100","0153611","201516"
"Science: All Students ","100","0153611","201516"
"Science: High Needs Students ","100","0153611","201516"
"ELA Performance index: All Students ","97.5","0153711","201415"
"EL Performance indexA: High Needs Students ","97.5","0153711","201415"
"Math Performance index: All Students ","97.5","0153711","201415"
"Math Performance index: High Needs Students ","97.5","0153711","201415"
"Science Performance index: All Students ","100","0153711","201415"
"Science Performance index: High Needs Students ","100","0153711","201415"
"ELA: All Students ","99.3","0153711","201516"
"ELA: High Needs Students ","99.3","0153711","201516"
"Math: All Students ","99.3","0153711","201516"
"Math: High Needs Students ","99.3","0153711","201516"
