"phys","phys4","phys6","phys8","phys10","school_id","year"
"Mile Run/PACER ","N/A ","N/A ","N/A ","60.5","0096111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","45.7","0096111","201516"
"All Tests - District ","52.8 ","38.6 ","47.3 ","45.7","0096111","201516"
"Sit & Reach ","58.5",". ",". ",".","0110511","201314"
"Curl Up ","66.7",". ",". ",".","0110511","201314"
"Push Up ","37.4",". ",". ",".","0110511","201314"
"Mile Run/PACER ","34.1",". ",". ",".","0110511","201314"
"All Tests - School ","24.4",". ",". ",".","0110511","201314"
"All Tests - District ","24.4","42.9 ","40.2 ","54.5","0110511","201314"
"Sit & Reach ","56.6","N/A ","N/A ","N/A","0110511","201415"
"Curl Up ","65.6","N/A ","N/A ","N/A","0110511","201415"
"Push Up ","42.6","N/A ","N/A ","N/A","0110511","201415"
"Mile Run/PACER ","45.1","N/A ","N/A ","N/A","0110511","201415"
"All Tests - School ","21.3","N/A ","N/A ","N/A","0110511","201415"
"All Tests - District ","21.3","44.9 ","44.9 ","64.8","0110511","201415"
"Sit & Reach ","70.9","N/A ","N/A ","N/A","0110511","201516"
"Curl Up ","69.1","N/A ","N/A ","N/A","0110511","201516"
"Push Up ","60.9","N/A ","N/A ","N/A","0110511","201516"
"Mile Run/PACER ","63.6","N/A ","N/A ","N/A","0110511","201516"
"All Tests - School ","46.4","N/A ","N/A ","N/A","0110511","201516"
"All Tests - District ","46.4","51.6 ","51.2 ","61.0","0110511","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110611","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110611","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110611","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110611","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110611","201314"
"All Tests - District ","24.4 ","42.9 ","40.2 ","54.5","0110611","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110611","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110611","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110611","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110611","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110611","201415"
"All Tests - District ","21.3 ","44.9 ","44.9 ","64.8","0110611","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110611","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110611","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110611","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110611","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110611","201516"
"All Tests - District ","46.4 ","51.6 ","51.2 ","61.0","0110611","201516"
"Sit & Reach ",". ","79.8",". ",".","0110711","201314"
"Curl Up ",". ","86.9",". ",".","0110711","201314"
"Push Up ",". ","55.6",". ",".","0110711","201314"
"Mile Run/PACER ",". ","73.7",". ",".","0110711","201314"
"All Tests - School ",". ","46.5",". ",".","0110711","201314"
"All Tests - District ","24.4 ","42.9","40.2 ","54.5","0110711","201314"
"Sit & Reach ","N/A ","73.1","N/A ","N/A","0110711","201415"
"Curl Up ","N/A ","77.4","N/A ","N/A","0110711","201415"
"Push Up ","N/A ","64.5","N/A ","N/A","0110711","201415"
"Mile Run/PACER ","N/A ","61.3","N/A ","N/A","0110711","201415"
"All Tests - School ","N/A ","36.6","N/A ","N/A","0110711","201415"
"All Tests - District ","21.3 ","44.9","44.9 ","64.8","0110711","201415"
"Sit & Reach ","N/A ","77","N/A ","N/A","0110711","201516"
"Curl Up ","N/A ","68","N/A ","N/A","0110711","201516"
"Push Up ","N/A ","60","N/A ","N/A","0110711","201516"
"Mile Run/PACER ","N/A ","68","N/A ","N/A","0110711","201516"
"All Tests - School ","N/A ","44","N/A ","N/A","0110711","201516"
"All Tests - District ","46.4 ","51.6","51.2 ","61.0","0110711","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110811","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110811","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110811","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110811","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110811","201314"
"All Tests - District ","24.4 ","42.9 ","40.2 ","54.5","0110811","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110811","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110811","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110811","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110811","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110811","201415"
"All Tests - District ","21.3 ","44.9 ","44.9 ","64.8","0110811","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0110811","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0110811","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0110811","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0110811","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0110811","201516"
"All Tests - District ","46.4 ","51.6 ","51.2 ","61.0","0110811","201516"
"Sit & Reach ",". ",". ","73.5",".","0115211","201314"
"Curl Up ",". ",". ","73.5",".","0115211","201314"
"Push Up ",". ",". ","54.9",".","0115211","201314"
"Mile Run/PACER ",". ",". ","60.8",".","0115211","201314"
"All Tests - School ",". ",". ","40.2",".","0115211","201314"
"All Tests - District ","24.4 ","42.9 ","40.2","54.5","0115211","201314"
"Sit & Reach ","N/A ","N/A ","75.7","N/A","0115211","201415"
"Curl Up ","N/A ","N/A ","78.6","N/A","0115211","201415"
"Push Up ","N/A ","N/A ","57.3","N/A","0115211","201415"
"Mile Run/PACER ","N/A ","N/A ","61.2","N/A","0115211","201415"
"All Tests - School ","N/A ","N/A ","36.9","N/A","0115211","201415"
"All Tests - District ","21.3 ","44.9 ","44.9","64.8","0115211","201415"
"Sit & Reach ","N/A ","N/A ","68.4","N/A","0115211","201516"
"Curl Up ","N/A ","N/A ","78.9","N/A","0115211","201516"
"Push Up ","N/A ","N/A ","55.8","N/A","0115211","201516"
"Mile Run/PACER ","N/A ","N/A ","69.5","N/A","0115211","201516"
"All Tests - School ","N/A ","N/A ","46.3","N/A","0115211","201516"
"All Tests - District ","46.4 ","51.6 ","51.2","61.0","0115211","201516"
"Sit & Reach ",". ",". ",". ","94.7","0116111","201314"
"Curl Up ",". ",". ",". ","93.7","0116111","201314"
"Push Up ",". ",". ",". ","90.5","0116111","201314"
"Mile Run/PACER ",". ",". ",". ","68.4","0116111","201314"
"All Tests - School ",". ",". ",". ","63.2","0116111","201314"
"All Tests - District ","24.4 ","42.9 ","40.2 ","54.5","0116111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","83.3","0116111","201415"
"Curl Up ","N/A ","N/A ","N/A ","89.5","0116111","201415"
"Push Up ","N/A ","N/A ","N/A ","91.2","0116111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","81.6","0116111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","65.8","0116111","201415"
"All Tests - District ","21.3 ","44.9 ","44.9 ","64.8","0116111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","96.2","0116111","201516"
"Curl Up ","N/A ","N/A ","N/A ","82.1","0116111","201516"
"Push Up ","N/A ","N/A ","N/A ","79.5","0116111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","70.5","0116111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","60.3","0116111","201516"
"All Tests - District ","46.4 ","51.6 ","51.2 ","61","0116111","201516"
"Sit & Reach ",". ","73.5",". ","85.7","0116311","201314"
"Curl Up ",". ","85.3",". ","100","0116311","201314"
"Push Up ",". ","76.5",". ","82.1","0116311","201314"
"Mile Run/PACER ",". ","47.1",". ","28.6","0116311","201314"
"All Tests - School ",". ","32.4",". ","25","0116311","201314"
"All Tests - District ","24.4 ","42.9","40.2 ","54.5","0116311","201314"
"Sit & Reach ","N/A ","88.2","93.9","85.7","0116311","201415"
"Curl Up ","N/A ","94.1","97","89.3","0116311","201415"
"Push Up ","N/A ","76.5","81.8","71.4","0116311","201415"
"Mile Run/PACER ","N/A ","88.2","87.9","78.6","0116311","201415"
"All Tests - School ","N/A ","67.6","69.7","60.7","0116311","201415"
"All Tests - District ","21.3 ","44.9","44.9","64.8","0116311","201415"
"Sit & Reach ","N/A ","90.9","100","96.3","0116311","201516"
"Curl Up ","N/A ","90.9","78.1","88.9","0116311","201516"
"Push Up ","N/A ","86.4","71.9","92.6","0116311","201516"
"Mile Run/PACER ","N/A ","90.9","87.5","74.1","0116311","201516"
"All Tests - School ","N/A ","86.4","65.6","63","0116311","201516"
"All Tests - District ","46.4 ","51.6","51.2","61","0116311","201516"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A ","0116411","201314"
"Curl Up ","N/A ","N/A ","N/A ","N/A ","0116411","201314"
"Push Up ","N/A ","N/A ","N/A ","N/A ","0116411","201314"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A ","0116411","201314"
"All Tests - School ","N/A ","N/A ","N/A ","N/A ","0116411","201314"
"All Tests - District ","24.4 ","42.9 ","40.2 ","54.5 ","0116411","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0116411","201415"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0116411","201415"
"Push Up ","N/A ","N/A ","N/A ","N/A","0116411","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0116411","201415"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0116411","201415"
"All Tests - District ","21.3 ","44.9 ","44.9 ","64.8","0116411","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","N/A","0116411","201516"
"Curl Up ","N/A ","N/A ","N/A ","N/A","0116411","201516"
"Push Up ","N/A ","N/A ","N/A ","N/A","0116411","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","N/A","0116411","201516"
"All Tests - School ","N/A ","N/A ","N/A ","N/A","0116411","201516"
"All Tests - District ","46.4 ","51.6 ","51.2 ","61.0","0116411","201516"
"Sit & Reach ","88.5","79.2","78",".","0120111","201314"
"Curl Up ","83.6","91.7","96.6",".","0120111","201314"
"Push Up ","54.1","60.4","74.6",".","0120111","201314"
"Mile Run/PACER ","85.2","89.6","84.7",".","0120111","201314"
"All Tests - School ","47.5","47.9","64.4",".","0120111","201314"
"All Tests - District ","47.5","47.9","64.4","70.0","0120111","201314"
"Sit & Reach ","87.5","83.9","78.2","N/A","0120111","201415"
"Curl Up ","84.4","93.5","92.7","N/A","0120111","201415"
"Push Up ","68.8","74.2","80","N/A","0120111","201415"
"Mile Run/PACER ","87.5","91.9","83.6","N/A","0120111","201415"
"All Tests - School ","56.3","61.3","58.2","N/A","0120111","201415"
"All Tests - District ","56.3","61.3","58.2","70.7","0120111","201415"
"Sit & Reach ","89.1","78.7","75","N/A","0120111","201516"
"Curl Up ","89.1","88.5","93.8","N/A","0120111","201516"
"Push Up ","63.6","70.5","66.7","N/A","0120111","201516"
"Mile Run/PACER ","85.5","86.9","79.2","N/A","0120111","201516"
"All Tests - School ","52.7","47.5","54.2","N/A","0120111","201516"
"All Tests - District ","52.7","47.5","54.2","60.9","0120111","201516"
"Sit & Reach ",". ",". ",". ","91.3","0126111","201314"
"Curl Up ",". ",". ",". ","93.8","0126111","201314"
"Push Up ",". ",". ",". ","80","0126111","201314"
"Mile Run/PACER ",". ",". ",". ","78.8","0126111","201314"
"All Tests - School ",". ",". ",". ","70","0126111","201314"
"All Tests - District ","47.5 ","47.9 ","64.4 ","70","0126111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","84.5","0126111","201415"
"Curl Up ","N/A ","N/A ","N/A ","93.1","0126111","201415"
"Push Up ","N/A ","N/A ","N/A ","82.8","0126111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","87.9","0126111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","70.7","0126111","201415"
"All Tests - District ","56.3 ","61.3 ","58.2 ","70.7","0126111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","76.8","0126111","201516"
"Curl Up ","N/A ","N/A ","N/A ","92.8","0126111","201516"
"Push Up ","N/A ","N/A ","N/A ","73.9","0126111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","94.2","0126111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","60.9","0126111","201516"
"All Tests - District ","52.7 ","47.5 ","54.2 ","60.9","0126111","201516"
"Sit & Reach ","95.8","92","88.2",NA,"0130111","201314"
"Curl Up ","95.8","84","91.2",NA,"0130111","201314"
"Push Up ","62.5","92","82.4",NA,"0130111","201314"
"Mile Run/PACER ","45.8","96","79.4",NA,"0130111","201314"
"All Tests - School ","33.3","76","73.5",NA,"0130111","201314"
"All Tests - District ","33.3","76","73.5",NA,"0130111","201314"
"Sit & Reach ","96.7",NA,"90.5","N/A","0130111","201415"
"Curl Up ","100",NA,"100","N/A","0130111","201415"
"Push Up ","83.3",NA,"90.5","N/A","0130111","201415"
"Mile Run/PACER ","80",NA,"90.5","N/A","0130111","201415"
"All Tests - School ","73.3",NA,"85.7","N/A","0130111","201415"
"All Tests - District ","73.3",NA,"85.7","N/A","0130111","201415"
"Sit & Reach ","90.5","90.5",NA,"N/A","0130111","201516"
"Curl Up ","95.2","76.2",NA,"N/A","0130111","201516"
"Push Up ","95.2","90.5",NA,"N/A","0130111","201516"
"Mile Run/PACER ","81","85.7",NA,"N/A","0130111","201516"
"All Tests - School ","81","57.1",NA,"N/A","0130111","201516"
"All Tests - District ","81","57.1",NA,"N/A","0130111","201516"
"Sit & Reach ","77.6",". ",". ",".","0141411","201314"
"Curl Up ","85.5",". ",". ",".","0141411","201314"
"Push Up ","82.9",". ",". ",".","0141411","201314"
"Mile Run/PACER ","78.9",". ",". ",".","0141411","201314"
"All Tests - School ","57.9",". ",". ",".","0141411","201314"
"All Tests - District ","59.4","51.0 ","48.7 ","50.9","0141411","201314"
"Sit & Reach ","81.2","N/A ","N/A ","N/A","0141411","201415"
"Curl Up ","79.7","N/A ","N/A ","N/A","0141411","201415"
"Push Up ","78.3","N/A ","N/A ","N/A","0141411","201415"
"Mile Run/PACER ","84.1","N/A ","N/A ","N/A","0141411","201415"
"All Tests - School ","55.1","N/A ","N/A ","N/A","0141411","201415"
"All Tests - District ","58.7","46.6 ","42.5 ","41.3","0141411","201415"
"Sit & Reach ","73.8","N/A ","N/A ","N/A","0141411","201516"
"Curl Up ","82.1","N/A ","N/A ","N/A","0141411","201516"
"Push Up ","76.2","N/A ","N/A ","N/A","0141411","201516"
"Mile Run/PACER ","77.4","N/A ","N/A ","N/A","0141411","201516"
"All Tests - School ","54.8","N/A ","N/A ","N/A","0141411","201516"
"All Tests - District ","53.7","48.3 ","38.0 ","53.4","0141411","201516"
"Sit & Reach ","85.7",". ",". ",".","0141511","201314"
"Curl Up ","81.8",". ",". ",".","0141511","201314"
"Push Up ","80.5",". ",". ",".","0141511","201314"
"Mile Run/PACER ","87",". ",". ",".","0141511","201314"
"All Tests - School ","59.7",". ",". ",".","0141511","201314"
"All Tests - District ","59.4","51.0 ","48.7 ","50.9","0141511","201314"
"Sit & Reach ","87.5","N/A ","N/A ","N/A","0141511","201415"
"Curl Up ","81.8","N/A ","N/A ","N/A","0141511","201415"
"Push Up ","83","N/A ","N/A ","N/A","0141511","201415"
"Mile Run/PACER ","84.1","N/A ","N/A ","N/A","0141511","201415"
"All Tests - School ","69.3","N/A ","N/A ","N/A","0141511","201415"
"All Tests - District ","58.7","46.6 ","42.5 ","41.3","0141511","201415"
"Sit & Reach ","80.3","N/A ","N/A ","N/A","0141511","201516"
"Curl Up ","80.3","N/A ","N/A ","N/A","0141511","201516"
"Push Up ","77.3","N/A ","N/A ","N/A","0141511","201516"
"Mile Run/PACER ","71.2","N/A ","N/A ","N/A","0141511","201516"
"All Tests - School ","45.5","N/A ","N/A ","N/A","0141511","201516"
"All Tests - District ","53.7","48.3 ","38.0 ","53.4","0141511","201516"
"Sit & Reach ","78.1",". ",". ",".","0141611","201314"
"Curl Up ","76.6",". ",". ",".","0141611","201314"
"Push Up ","81.3",". ",". ",".","0141611","201314"
"Mile Run/PACER ","71.9",". ",". ",".","0141611","201314"
"All Tests - School ","60.9",". ",". ",".","0141611","201314"
"All Tests - District ","59.4","51.0 ","48.7 ","50.9","0141611","201314"
"Sit & Reach ","73.5","N/A ","N/A ","N/A","0141611","201415"
"Curl Up ","72.1","N/A ","N/A ","N/A","0141611","201415"
"Push Up ","76.5","N/A ","N/A ","N/A","0141611","201415"
"Mile Run/PACER ","67.6","N/A ","N/A ","N/A","0141611","201415"
"All Tests - School ","48.5","N/A ","N/A ","N/A","0141611","201415"
"All Tests - District ","58.7","46.6 ","42.5 ","41.3","0141611","201415"
"Sit & Reach ","86.4","N/A ","N/A ","N/A","0141611","201516"
"Curl Up ","92.4","N/A ","N/A ","N/A","0141611","201516"
"Push Up ","84.8","N/A ","N/A ","N/A","0141611","201516"
"Mile Run/PACER ","72.7","N/A ","N/A ","N/A","0141611","201516"
"All Tests - School ","60.6","N/A ","N/A ","N/A","0141611","201516"
"All Tests - District ","53.7","48.3 ","38.0 ","53.4","0141611","201516"
"Sit & Reach ",". ","74.5","76.7",".","0145111","201314"
"Curl Up ",". ","75","79.9",".","0145111","201314"
"Push Up ",". ","74.5","67.7",".","0145111","201314"
"Mile Run/PACER ",". ","71.9","66.7",".","0145111","201314"
"All Tests - School ",". ","51","48.7",".","0145111","201314"
"All Tests - District ","59.4 ","51","48.7","50.9","0145111","201314"
"Sit & Reach ","N/A ","81","76.8","N/A","0145111","201415"
"Curl Up ","N/A ","81.6","83.4","N/A","0145111","201415"
"Push Up ","N/A ","69.3","62.4","N/A","0145111","201415"
"Mile Run/PACER ","N/A ","71.2","53.6","N/A","0145111","201415"
"All Tests - School ","N/A ","46.6","42.5","N/A","0145111","201415"
"All Tests - District ","58.7 ","46.6","42.5","41.3","0145111","201415"
"Sit & Reach ","N/A ","72.5","79.9","N/A","0145111","201516"
"Curl Up ","N/A ","90.8","85.3","N/A","0145111","201516"
"Push Up ","N/A ","81.2","67.9","N/A","0145111","201516"
"Mile Run/PACER ","N/A ","71","64.7","N/A","0145111","201516"
"All Tests - School ","N/A ","48.3","38","N/A","0145111","201516"
"All Tests - District ","53.7 ","48.3","38","53.4","0145111","201516"
"Sit & Reach ",". ",". ",". ","83","0146111","201314"
"Curl Up ",". ",". ",". ","84.9","0146111","201314"
"Push Up ",". ",". ",". ","57.1","0146111","201314"
"Mile Run/PACER ",". ",". ",". ","62.7","0146111","201314"
"All Tests - School ",". ",". ",". ","50.9","0146111","201314"
"All Tests - District ","59.4 ","51.0 ","48.7 ","50.9","0146111","201314"
"Sit & Reach ","N/A ","N/A ","N/A ","89.3","0146111","201415"
"Curl Up ","N/A ","N/A ","N/A ","90.9","0146111","201415"
"Push Up ","N/A ","N/A ","N/A ","67.4","0146111","201415"
"Mile Run/PACER ","N/A ","N/A ","N/A ","47.5","0146111","201415"
"All Tests - School ","N/A ","N/A ","N/A ","41.3","0146111","201415"
"All Tests - District ","58.7 ","46.6 ","42.5 ","41.3","0146111","201415"
"Sit & Reach ","N/A ","N/A ","N/A ","98.8","0146111","201516"
"Curl Up ","N/A ","N/A ","N/A ","94.7","0146111","201516"
"Push Up ","N/A ","N/A ","N/A ","80.6","0146111","201516"
"Mile Run/PACER ","N/A ","N/A ","N/A ","57.6","0146111","201516"
"All Tests - School ","N/A ","N/A ","N/A ","55.9","0146111","201516"
"All Tests - District ","53.7 ","48.3 ","38.0 ","53.4","0146111","201516"
"Sit & Reach ","71.2","60.7","84.4",".","0150111","201314"
"Curl Up ","100","98.2","97.8",".","0150111","201314"
"Push Up ","92.3","98.2","97.8",".","0150111","201314"
"Mile Run/PACER ","82.7","91.1","82.2",".","0150111","201314"
"All Tests - School ","57.7","55.4","66.7",".","0150111","201314"
"All Tests - District ","43.1","44.9","43.2","18.4","0150111","201314"
"Sit & Reach ","75.7","69.2","85.5","N/A","0150111","201415"
"Curl Up ","97.1","88.5","81.8","N/A","0150111","201415"
"Push Up ","81.4","65.4","69.1","N/A","0150111","201415"
"Mile Run/PACER ","94.3","86.5","80","N/A","0150111","201415"
"All Tests - School ","62.9","50","52.7","N/A","0150111","201415"
"All Tests - District ","35.7","34.1","32.7","46.1","0150111","201415"
"Sit & Reach ","69.1","64.1","54.9","N/A","0150111","201516"
"Curl Up ","94.5","97.4","96.1","N/A","0150111","201516"
"Push Up ","69.1","53.8","56.9","N/A","0150111","201516"
"Mile Run/PACER ","56.4","43.6","25.5","N/A","0150111","201516"
"All Tests - School ","43.6","23.1","15.7","N/A","0150111","201516"
"All Tests - District ","42.5","36.5","39","28.6","0150111","201516"
"Sit & Reach ","58","54.8",". ",".","0150211","201314"
"Curl Up ","84","90.3",". ",".","0150211","201314"
"Push Up ","60","51.6",". ",".","0150211","201314"
"Mile Run/PACER ","46","51.6",". ",".","0150211","201314"
"All Tests - School ","32","32.3",". ",".","0150211","201314"
"All Tests - District ","43.1","44.9","43.2 ","18.4","0150211","201314"
"Sit & Reach ","81.6","76.9","N/A ","N/A","0150211","201415"
"Curl Up ","89.5","84.6","N/A ","N/A","0150211","201415"
